stimuli_presented,participant_id_coded,name,participant_id,silly_or_annoying,intention,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,gender,edu,native,generally_sarcastic,b5_agreeableness,b5_agreeableness_2,b5_conscientiousness,b5_conscientiousness_2,b5_extraversion,b5_extraversion_2,b5_neuroticism,b5_neuroticism_2,b5_openness,b5_openness_2,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,context_type,b5_agree,b5_consci,b5_extra,b5_neuro,b5_open,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever
12n,57,12n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,3,['mock_friendly'],5,4,-0.914468126,0.441978111,0.255959184,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,0,1,0,0,0,0
13n,57,13n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,5,['crit_softer'],6,3,0.330765067,0.947095951,-0.290087075,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,1,0,0,0,0,0,0
14n,57,14n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,4,"['crit_softer', 'direct']",6,6,-0.29185153,0.947095951,1.348051701,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,1,0,0,0,1,0,0
15n,57,15n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,6,"['crit_harsher', 'direct']",3,2,0.953381664,-0.568257571,-0.836133333,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,1,0,0,0,0,1,0,0
16n,57,16n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,1,"['natural', 'direct']",1,1,-2.159701319,-1.578493252,-1.382179592,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,0,0,1,1,0,0
7n,57,7n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,6,"['mock_friendly', 'direct']",6,5,0.953381664,0.947095951,0.802005442,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,0,1,0,1,0,0
8n,57,8n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,5,"['crit_softer', 'direct']",1,1,0.330765067,-1.578493252,-1.382179592,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,1,0,0,0,1,0,0
9n,57,9n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,1,"['mock_friendly', 'mock_hilarious']",5,5,-2.159701319,0.441978111,0.802005442,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,1,1,0,0,0,0
14nn,57,14nn_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,6,['mock_friendly'],6,5,0.953381664,0.947095951,0.802005442,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,nn,2,2.5,3,3.5,5.5,0,0,0,1,0,0,0,0
1n,57,1n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,3,"['mock_friendly', 'mock_hilarious']",5,5,-0.914468126,0.441978111,0.802005442,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,1,1,0,0,0,0
2n,57,2n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,3,"['natural', 'mock_hilarious']",5,5,-0.914468126,0.441978111,0.802005442,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,1,0,1,0,0,0
3n,57,3n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,5,['crit_harsher'],2,2,0.330765067,-1.073375411,-0.836133333,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,1,0,0,0,0,0,0,0
4n,57,4n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,6,"['mock_hilarious', 'direct']",6,6,0.953381664,0.947095951,1.348051701,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,1,0,0,1,0,0
5n,57,5n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,6,['natural'],1,1,0.953381664,-1.578493252,-1.382179592,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,0,0,1,0,0,0
6n,57,6n_57,a36f1e5f2a0d5505add41c02c970a2d525692b046f260664b31645ea68440704,2,['mock_friendly'],6,5,-1.537084723,0.947095951,0.802005442,male,undergraduate degree,British English,4,1,3,2,3,3,3,3,4,5,6,4,3,3,4,5,n,2,2.5,3,3.5,5.5,0,0,0,1,0,0,0,0
1nn,34,1nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,['natural'],4,2,0.279016299,0.01865732,-1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,0,0,0,1,0,0,0
2nn,34,2nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,['mock_friendly'],4,4,0.279016299,0.01865732,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,0,0,1,0,0,0,0
3nn,34,3nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,5,"['mock_hilarious', 'direct']",5,2,0.96582565,0.615691552,-1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,0,1,0,0,1,0,0
4nn,34,4nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,5,"['crit_softer', 'mock_hilarious', 'direct']",6,1,0.96582565,1.212725784,-2.387159277,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,1,0,0,1,0,0
5nn,34,5nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,"['crit_softer', 'mock_hilarious', 'direct', 'clever']",2,5,0.279016299,-1.175411144,1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,1,0,0,1,0,1
6nn,34,6nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,6,"['crit_softer', 'mock_hilarious', 'direct']",5,5,1.652635002,0.615691552,1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,1,0,0,1,0,0
7nn,34,7nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,6,"['crit_harsher', 'direct']",2,5,1.652635002,-1.175411144,1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,1,0,0,0,0,1,0,0
8nn,34,8nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,3,['natural'],6,3,-0.407793052,1.212725784,-0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,0,0,0,1,0,0,0
9nn,34,9nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,3,"['natural', 'mock_friendly']",5,3,-0.407793052,0.615691552,-0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,0,0,1,1,0,0,0
10nn,34,10nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,"['crit_softer', 'mock_hilarious']",6,3,0.279016299,1.212725784,-0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,1,0,0,0,0,0
11nn,34,11nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,3,"['natural', 'crit_softer', 'mock_hilarious', 'direct']",5,3,-0.407793052,0.615691552,-0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,1,0,1,1,0,0
12nn,34,12nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,3,"['crit_softer', 'mock_hilarious']",5,4,-0.407793052,0.615691552,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,1,0,0,0,0,0
13nn,34,13nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,['natural'],6,3,0.279016299,1.212725784,-0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,0,0,0,1,0,0,0
10n,34,10n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,5,['natural'],5,3,0.96582565,0.615691552,-0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,0,0,1,0,0,0
15nn,34,15nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,"['natural', 'crit_softer', 'mock_hilarious']",5,2,0.279016299,0.615691552,-1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,1,0,1,0,0,0
16nn,34,16nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,"['crit_softer', 'direct']",4,4,0.279016299,0.01865732,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,0,0,0,1,0,0
11n,34,11n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,1,"['natural', 'be_nice']",1,4,-1.781411755,-1.772445376,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,0,0,1,0,1,0
12n,34,12n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,"['mock_hilarious', 'direct']",6,4,0.279016299,1.212725784,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,1,0,0,1,0,0
13n,34,13n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,1,"['natural', 'be_nice']",5,2,-1.781411755,0.615691552,-1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,0,0,1,0,1,0
14n,34,14n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,3,"['crit_softer', 'direct']",2,5,-0.407793052,-1.175411144,1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,1,0,0,0,1,0,0
15n,34,15n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,1,['be_nice'],2,2,-1.781411755,-1.175411144,-1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,0,0,0,0,1,0
16n,34,16n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,2,"['natural', 'mock_hilarious', 'be_nice']",4,3,-1.094602404,0.01865732,-0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,1,0,1,0,1,0
7n,34,7n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,"['natural', 'mock_hilarious']",5,4,0.279016299,0.615691552,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,1,0,1,0,0,0
8n,34,8n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,5,"['natural', 'crit_softer', 'direct', 'clever']",1,5,0.96582565,-1.772445376,1.432295566,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,1,0,0,1,1,0,1
9n,34,9n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,1,"['mock_hilarious', 'be_nice']",5,4,-1.781411755,0.615691552,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,1,0,0,0,1,0
14nn,34,14nn_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,5,"['natural', 'crit_softer', 'mock_hilarious']",2,3,0.96582565,-1.175411144,-0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,nn,3,5.5,3.5,4,4.5,0,1,1,0,1,0,0,0
1n,34,1n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,1,"['natural', 'direct']",1,4,-1.781411755,-1.772445376,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,0,0,1,1,0,0
2n,34,2n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,3,"['mock_hilarious', 'be_nice']",5,4,-0.407793052,0.615691552,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,1,0,0,0,1,0
3n,34,3n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,4,"['crit_softer', 'direct']",2,4,0.279016299,-1.175411144,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,1,0,0,0,1,0,0
4n,34,4n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,5,"['natural', 'crit_softer', 'mock_hilarious']",5,4,0.96582565,0.615691552,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,1,1,0,1,0,0,0
5n,34,5n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,5,['direct'],2,4,0.96582565,-1.175411144,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,0,0,0,1,0,0
6n,34,6n_34,bf4c5961404a44deab2801098d890e8b75733c9fea05741aaf5f5d8cf767ef75,3,['be_nice'],4,4,-0.407793052,0.01865732,0.477431855,male,high school diploma,Other,4,3,3,5,6,3,4,3,5,4,5,4,5,5,2,5,n,3,5.5,3.5,4,4.5,0,0,0,0,0,0,1,0
1nn,53,1nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,['mock_hilarious'],5,4,-1.048397186,1.085534847,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,0,1,0,0,0,0,0
2nn,53,2nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,['mock_hilarious'],6,5,-1.048397186,1.694957919,1.026152586,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,0,1,0,0,0,0,0
3nn,53,3nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,3,['crit_harsher'],3,2,0.033819264,-0.133311297,-0.944060379,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,1,0,0,0,0,0,0,0
4nn,53,4nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,5,['mock_friendly'],4,5,1.116035714,0.476111775,1.026152586,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,0,0,1,0,0,0,0
5nn,53,5nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,4,['crit_softer'],2,1,0.574927489,-0.742734369,-1.600798035,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,1,0,0,0,0,0,0
6nn,53,6nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,3,['be_nice'],3,4,0.033819264,-0.133311297,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,0,0,0,0,0,1,0
7nn,53,7nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,3,['crit_harsher'],1,1,0.033819264,-1.352157441,-1.600798035,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,1,0,0,0,0,0,0,0
8nn,53,8nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,2,['mock_friendly'],5,6,-0.507288961,1.085534847,1.682890242,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,0,0,1,0,0,0,0
9nn,53,9nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,6,"['crit_softer', 'mock_friendly', 'clever']",5,6,1.657143939,1.085534847,1.682890242,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,1,0,1,0,0,0,1
10nn,53,10nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,6,"['crit_softer', 'direct']",5,5,1.657143939,1.085534847,1.026152586,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,1,0,0,0,1,0,0
11nn,53,11nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,"['crit_softer', 'mock_friendly', 'direct']",4,4,-1.048397186,0.476111775,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,1,0,1,0,1,0,0
12nn,53,12nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,4,"['crit_softer', 'direct']",3,4,0.574927489,-0.133311297,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,1,0,0,0,1,0,0
13nn,53,13nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,"['natural', 'direct']",5,4,-1.048397186,1.085534847,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,0,0,0,1,1,0,0
10n,53,10n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,6,"['crit_softer', 'direct']",2,3,1.657143939,-0.742734369,-0.287322724,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,1,0,0,0,1,0,0
15nn,53,15nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,6,"['crit_harsher', 'direct']",5,5,1.657143939,1.085534847,1.026152586,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,1,0,0,0,0,1,0,0
16nn,53,16nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,6,['direct'],5,4,1.657143939,1.085534847,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,0,0,0,0,0,1,0,0
11n,53,11n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,['be_nice'],2,4,-1.048397186,-0.742734369,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,0,0,1,0
12n,53,12n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,2,['natural'],2,1,-0.507288961,-0.742734369,-1.600798035,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,1,0,0,0
13n,53,13n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,"['natural', 'direct', 'be_nice']",1,2,-1.048397186,-1.352157441,-0.944060379,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,1,1,1,0
14n,53,14n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,"['natural', 'direct', 'be_nice']",5,5,-1.048397186,1.085534847,1.026152586,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,1,1,1,0
15n,53,15n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,['be_nice'],1,2,-1.048397186,-1.352157441,-0.944060379,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,0,0,1,0
16n,53,16n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,"['direct', 'be_nice']",1,2,-1.048397186,-1.352157441,-0.944060379,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,0,1,1,0
7n,53,7n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,2,"['natural', 'be_nice']",1,1,-0.507288961,-1.352157441,-1.600798035,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,1,0,1,0
8n,53,8n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,3,"['natural', 'crit_harsher', 'direct']",4,5,0.033819264,0.476111775,1.026152586,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,1,0,0,0,1,1,0,0
9n,53,9n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,1,"['natural', 'direct', 'be_nice']",4,4,-1.048397186,0.476111775,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,1,1,1,0
14nn,53,14nn_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,6,"['crit_harsher', 'direct']",2,3,1.657143939,-0.742734369,-0.287322724,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,nn,4.5,4,5,3.5,3.5,1,0,0,0,0,1,0,0
1n,53,1n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,3,['clever'],2,2,0.033819264,-0.742734369,-0.944060379,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,0,0,0,1
2n,53,2n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,2,"['mock_friendly', 'clever']",5,4,-0.507288961,1.085534847,0.369414931,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,1,0,0,0,1
3n,53,3n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,4,['crit_harsher'],2,3,0.574927489,-0.742734369,-0.287322724,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,1,0,0,0,0,0,0,0
4n,53,4n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,2,['crit_softer'],2,2,-0.507288961,-0.742734369,-0.944060379,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,1,0,0,0,0,0,0
5n,53,5n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,3,['mock_hilarious'],5,5,0.033819264,1.085534847,1.026152586,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,1,0,0,0,0,0
6n,53,6n_53,254d190e2021ee84c7e8b34a8a4d984846a4dc337d64f46d833737bb9c6254a9,3,['be_nice'],1,2,0.033819264,-1.352157441,-0.944060379,female,undergraduate degree,British English,4,5,4,3,5,5,5,3,4,3,4,3,4,3,2,5,n,4.5,4,5,3.5,3.5,0,0,0,0,0,0,1,0
1nn,29,1nn_29,91e2a3ad3d963a81107b237ad2a91eb7cf7a2ae27edb98da0edced1fa18e3f3a,2,['mock_hilarious'],5,4,-0.787024154,1.385769589,0.868027777,female,graduate degree,British English,5,5,3,3,5,4,4,5,3,2,5,4,4,5,3,4,nn,4,4,4,4,3.5,0,0,1,0,0,0,0,0
